eventType,poolType,poolName,amountRaw,amountFormatted,tokenSymbol,tokenDecimals,basisSourceEvent,basisFormula,sourceUser,sourceReferrer,recipientOrBeneficiary,dayId,rank,luckyRank,orderId,block,tx
PoolAllocated,5,Leaderboard,2000000000000000000,2.0,USDx5,18,MachinePurchased,2000000000000000000 = 100000000000000000000 * 200/10000 (floor by solidity),0x2f0549714e63b91d07c84100f1e753d4516bb9f0,0x744447d8580eb900b199e852c132f626247a36f7,0x744447d8580eb900b199e852c132f626247a36f7,,,,7,7630569,0x7286226c98459fc0e66c30da7792bae4993861efc5919903c6748a75cd23b0ba
PoolAllocated,0,Liquidity,600000000000000000000,600.0,USDx5,18,NodePurchased,600000000000000000000 = 1000000000000000000000 * 6000/10000 (floor by solidity),0xdb426e194360a9aa178f4009190afc596a39375a,,0x744447d8580eb900b199e852c132f626247a36f7,,,,1000000003,7631552,0xebf69c218902606031be753c5fd57668b58c58849791f38278cfe0cbe69e74ed
PoolAllocated,1,Referral,50000000000000000000,50.0,USDx5,18,NodePurchased,50000000000000000000 = 1000000000000000000000 * 500/10000 (floor by solidity),0xdb426e194360a9aa178f4009190afc596a39375a,,0x2f0549714e63b91d07c84100f1e753d4516bb9f0,,,,1000000003,7631552,0xebf69c218902606031be753c5fd57668b58c58849791f38278cfe0cbe69e74ed
PoolAllocated,2,SuperNode,50000000000000000000,50.0,USDx5,18,NodePurchased,50000000000000000000 = 1000000000000000000000 * 500/10000 (floor by solidity),0xdb426e194360a9aa178f4009190afc596a39375a,,0x744447d8580eb900b199e852c132f626247a36f7,,,,1000000003,7631552,0xebf69c218902606031be753c5fd57668b58c58849791f38278cfe0cbe69e74ed
PoolAllocated,3,Node,80000000000000000000,80.0,USDx5,18,NodePurchased,80000000000000000000 = 1000000000000000000000 * 800/10000 (floor by solidity),0xdb426e194360a9aa178f4009190afc596a39375a,,0x744447d8580eb900b199e852c132f626247a36f7,,,,1000000003,7631552,0xebf69c218902606031be753c5fd57668b58c58849791f38278cfe0cbe69e74ed
PoolAllocated,4,Platform,200000000000000000000,200.0,USDx5,18,NodePurchased,200000000000000000000 = 1000000000000000000000 * 2000/10000 (floor by solidity),0xdb426e194360a9aa178f4009190afc596a39375a,,0x744447d8580eb900b199e852c132f626247a36f7,,,,1000000003,7631552,0xebf69c218902606031be753c5fd57668b58c58849791f38278cfe0cbe69e74ed
PoolAllocated,5,Leaderboard,20000000000000000000,20.0,USDx5,18,NodePurchased,20000000000000000000 = 1000000000000000000000 * 200/10000 (floor by solidity),0xdb426e194360a9aa178f4009190afc596a39375a,,0x744447d8580eb900b199e852c132f626247a36f7,,,,1000000003,7631552,0xebf69c218902606031be753c5fd57668b58c58849791f38278cfe0cbe69e74ed
PoolAllocated,0,Liquidity,60000000000000000000,60.0,USDx5,18,MachinePurchased,60000000000000000000 = 100000000000000000000 * 6000/10000 (floor by solidity),0xdb426e194360a9aa178f4009190afc596a39375a,0x2f0549714e63b91d07c84100f1e753d4516bb9f0,0x744447d8580eb900b199e852c132f626247a36f7,,,,8,7631564,0xc8163e8992f750b3af4bc8c320e7e0237e060d6b15188ad46fcaf59c7959eb4a
PoolAllocated,1,Referral,5000000000000000000,5.0,USDx5,18,MachinePurchased,5000000000000000000 = 100000000000000000000 * 500/10000 (floor by solidity),0xdb426e194360a9aa178f4009190afc596a39375a,0x2f0549714e63b91d07c84100f1e753d4516bb9f0,0x2f0549714e63b91d07c84100f1e753d4516bb9f0,,,,8,7631564,0xc8163e8992f750b3af4bc8c320e7e0237e060d6b15188ad46fcaf59c7959eb4a
PoolAllocated,2,SuperNode,5000000000000000000,5.0,USDx5,18,MachinePurchased,5000000000000000000 = 100000000000000000000 * 500/10000 (floor by solidity),0xdb426e194360a9aa178f4009190afc596a39375a,0x2f0549714e63b91d07c84100f1e753d4516bb9f0,0x744447d8580eb900b199e852c132f626247a36f7,,,,8,7631564,0xc8163e8992f750b3af4bc8c320e7e0237e060d6b15188ad46fcaf59c7959eb4a
PoolAllocated,3,Node,8000000000000000000,8.0,USDx5,18,MachinePurchased,8000000000000000000 = 100000000000000000000 * 800/10000 (floor by solidity),0xdb426e194360a9aa178f4009190afc596a39375a,0x2f0549714e63b91d07c84100f1e753d4516bb9f0,0x744447d8580eb900b199e852c132f626247a36f7,,,,8,7631564,0xc8163e8992f750b3af4bc8c320e7e0237e060d6b15188ad46fcaf59c7959eb4a
PoolAllocated,4,Platform,20000000000000000000,20.0,USDx5,18,MachinePurchased,20000000000000000000 = 100000000000000000000 * 2000/10000 (floor by solidity),0xdb426e194360a9aa178f4009190afc596a39375a,0x2f0549714e63b91d07c84100f1e753d4516bb9f0,0x744447d8580eb900b199e852c132f626247a36f7,,,,8,7631564,0xc8163e8992f750b3af4bc8c320e7e0237e060d6b15188ad46fcaf59c7959eb4a
PoolAllocated,5,Leaderboard,2000000000000000000,2.0,USDx5,18,MachinePurchased,2000000000000000000 = 100000000000000000000 * 200/10000 (floor by solidity),0xdb426e194360a9aa178f4009190afc596a39375a,0x2f0549714e63b91d07c84100f1e753d4516bb9f0,0x744447d8580eb900b199e852c132f626247a36f7,,,,8,7631564,0xc8163e8992f750b3af4bc8c320e7e0237e060d6b15188ad46fcaf59c7959eb4a
PoolAllocated,0,Liquidity,1800000000000000000000,1800.0,USDx5,18,SuperNodePurchased,1800000000000000000000 = 3000000000000000000000 * 6000/10000 (floor by solidity),0xdb426e194360a9aa178f4009190afc596a39375a,,0x744447d8580eb900b199e852c132f626247a36f7,,,,2000000003,7631583,0xd6f183fa308863be171426c6367e63da34b4fdf9240b87b8e5ceff5289be8ea4
PoolAllocated,1,Referral,150000000000000000000,150.0,USDx5,18,SuperNodePurchased,150000000000000000000 = 3000000000000000000000 * 500/10000 (floor by solidity),0xdb426e194360a9aa178f4009190afc596a39375a,,0x2f0549714e63b91d07c84100f1e753d4516bb9f0,,,,2000000003,7631583,0xd6f183fa308863be171426c6367e63da34b4fdf9240b87b8e5ceff5289be8ea4
PoolAllocated,2,SuperNode,150000000000000000000,150.0,USDx5,18,SuperNodePurchased,150000000000000000000 = 3000000000000000000000 * 500/10000 (floor by solidity),0xdb426e194360a9aa178f4009190afc596a39375a,,0x744447d8580eb900b199e852c132f626247a36f7,,,,2000000003,7631583,0xd6f183fa308863be171426c6367e63da34b4fdf9240b87b8e5ceff5289be8ea4
PoolAllocated,3,Node,240000000000000000000,240.0,USDx5,18,SuperNodePurchased,240000000000000000000 = 3000000000000000000000 * 800/10000 (floor by solidity),0xdb426e194360a9aa178f4009190afc596a39375a,,0x744447d8580eb900b199e852c132f626247a36f7,,,,2000000003,7631583,0xd6f183fa308863be171426c6367e63da34b4fdf9240b87b8e5ceff5289be8ea4
PoolAllocated,4,Platform,600000000000000000000,600.0,USDx5,18,SuperNodePurchased,600000000000000000000 = 3000000000000000000000 * 2000/10000 (floor by solidity),0xdb426e194360a9aa178f4009190afc596a39375a,,0x744447d8580eb900b199e852c132f626247a36f7,,,,2000000003,7631583,0xd6f183fa308863be171426c6367e63da34b4fdf9240b87b8e5ceff5289be8ea4
PoolAllocated,5,Leaderboard,60000000000000000000,60.0,USDx5,18,SuperNodePurchased,60000000000000000000 = 3000000000000000000000 * 200/10000 (floor by solidity),0xdb426e194360a9aa178f4009190afc596a39375a,,0x744447d8580eb900b199e852c132f626247a36f7,,,,2000000003,7631583,0xd6f183fa308863be171426c6367e63da34b4fdf9240b87b8e5ceff5289be8ea4
